ods_id;name;title;description;references;theme;keyword;dcat_ap_ch.domain;dcat_ap_ch.rights;dcat.contact_name;dcat.contact_email;dcat.created;dcat.creator;dcat.accrualperiodicity;attributions;publisher;dcat.issued;modified;language;source_dataset;schema_file
100021;0cdddb20-fcd2-4219-b671-3c5f20de77bb:Entsorgungsstellen;Entsorgungsstellen;Der Bevölkerung werden die verschiedenen Entsorgungsstellen für Ihre Abfälle und Wertstoffe angezeigt. Sie erhalten zudem die Informationen was, wann und wie Sie diese entsorgen können.;"www.geo.bs.ch/entsorgungsstellen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/0cdddb20-fcd2-4219-b671-3c5f20de77bb";"Öffentliche Ordnung und Sicherheit;Geographie";"Recycling;Wiederverwertung;Abfall;Müll;Entsorgen";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2012-09-04T00:00:00;Amt für Umwelt und Energie;;Quelle: Geodaten Kanton Basel-Stadt;Amt für Umwelt und Energie;2020-04-14;2020-04-14;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/ES__Entsorgungsstellen__Entsorgungsstellen.zip;
100022;8a1d5a61-fb02-4824-90a5-e261f18e6591:GueteklassenOeV;Güteklassen öffentlicher Verkehr;Die Güteklassen zeigen auf, wie gut ein Gebiet mit dem öffentlichen Verkehr erschlossen ist. Die Klasse ist abhängig von dem Transportmittel (Kleinbus, Bus, Tram, S-Bahn, Fernverkehrszug), dem jeweiligen Takt und der Distanz zur Haltestelle. Die Klasse zeigt die beste Erschliessung auf.;"www.geo.bs.ch/gueteklassen_oev; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/8a1d5a61-fb02-4824-90a5-e261f18e6591";"Mobilität und Verkehr;Geographie";"Abdeckung;Tram;Bus;Distanz";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2015-08-31;Amt für Mobilität;;Quelle: Geodaten Kanton Basel-Stadt;Amt für Mobilität;2019-12-15;2019-12-15;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/GO__GueteklassenOeV__GueteklassenOeV.zip;
100023;84035dbf-a112-4e8f-b14b-3637f345b130:Hundesignalisation;Hundesignalisation: Orte mit Leinenpflicht oder Hundeverbot;Der Plan zeigt Örtlichkeiten, an welchen eine Leinenpflicht oder ein Hundeverbot gilt.;"www.geo.bs.ch/hundesignalisation; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/84035dbf-a112-4e8f-b14b-3637f345b130";"Öffentliche Ordnung und Sicherheit;Geographie";"Hund;Verbot;Leine;Leinenpflicht";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2011-05-02;Bereich Gesundheitsschutz;;Quelle: Geodaten Kanton Basel-Stadt;Kantonales Veterinäramt;2020-03-11;2020-03-11;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/HS__Hundesignalisation__Hundesignalisation.zip;
100024;3757d3ee-60bf-4928-bb4d-6df8aa1620b1:KinderJugendangebot;Kinder- und Jugendangebote;Die offene Kinder- und Jugendarbeit (OKJA) ist ein Freizeitangebot für Kindern ab 5 Jahren bis jungen Erwachsenen im Alter von bis 25 Jahren. Sie umfasst Angebote wie Jugendzentren, mobile Jugendarbeit, Abenteuerspielplätze oder Spielmobile. Spezifisches Charakteristikum ist, dass die Angebote offen, freiwillig und partizipativ organisiert sind.;"www.geo.bs.ch/kinder_jugendangebot; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/3757d3ee-60bf-4928-bb4d-6df8aa1620b1; https://models.geo.bs.ch/Modellbeschreibungen/KJ_KinderJugendangebote_KGDM_V1_0.pdf";"Kultur, Medien, Informationsgesellschaft, Sport;Bevölkerung;Geographie";"Sport;Turnen;Jugenarbeit;Freizeit;Treffpunkt";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2018-03-06T00:00:00;Jugend, Familie und Sport;;Quelle: Geodaten Kanton Basel-Stadt;Jugend, Familie und Sport;2019-08-08;2019-08-08;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/KJ__KinderJugendangebote__KinderJugendangebot.zip;
100063;ca128527-0b20-490f-a35d-0a13491ee101:Haltestellen;Haltestellen des öffentlichen Verkehrs;Der Datensatz zeigt die Haltestellen des öffentlichen Verkehrs im Kanton Basel-Stadt sowie teilweise in der trinationalen Agglomeration. Es wird nach Transportunternehmen, Art und Typ der Haltestelle unterschieden. ;"www.geo.bs.ch/liniennetz_oev; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/ca128527-0b20-490f-a35d-0a13491ee101; https://models.geo.bs.ch/Modellbeschreibungen/LN_LiniennetzOeV_KGDM_V1_0.pdf";"Mobilität und Verkehr;Raum und Umwelt;Verwaltung";"Tram;Bus;Zug;Haltestelle;Baustelle;Umleitung;ÖV";amt-fur-mobilitat-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2015-07-03;Amt für Mobilität;http://purl.org/cld/freq/irregular;Quelle: Geodaten Kanton Basel-Stadt;Amt für Mobilität;2020-01-06;2020-01-06;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/LN__OeVHaltestellen__Haltestellen.zip;100063.csv
100064;ca128527-0b20-490f-a35d-0a13491ee101:Liniennetz;Liniennetz des öffentlichen Verkehrs;Der Datensatz zeigt das Liniennetz des öffentlichen Verkehrs im Kanton Basel-Stadt sowie teilweise in der trinationalen Agglomeration. Es wird nach Liniennummer, Transportunternehmen und Zeitdauer das Angebots unterschieden. ;"www.geo.bs.ch/liniennetz_oev; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/ca128527-0b20-490f-a35d-0a13491ee101; https://models.geo.bs.ch/Modellbeschreibungen/LN_LiniennetzOeV_KGDM_V1_0.pdf";"Mobilität und Verkehr;Raum und Umwelt;Verwaltung";"Tram;Bus;Zug;Haltestelle;Baustelle;Umleitung;ÖV";amt-fur-mobilitat-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2015-07-03;Amt für Mobilität;http://purl.org/cld/freq/irregular;Quelle: Geodaten Kanton Basel-Stadt;Amt für Mobilität;2020-01-06;2020-01-06;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/LN__OeVLiniennetz__Liniennetz.zip;100064.csv
100065;ca128527-0b20-490f-a35d-0a13491ee101:Teilhaltestellen;Teilhaltestellen des öffentlichen Verkehrs;Der Datensatz zeigt die Teilhaltestellen (Haltebereich des Busses oder des Trams je Fahrtrichtung) des öffentlichen Verkehrs im Kanton Basel-Stadt sowie teilweise in der trinationalen Agglomeration. Es wird nach Liniennummer, Transportunternehmen, Art und Typ der Haltestelle unterschieden. ;"www.geo.bs.ch/liniennetz_oev; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/ca128527-0b20-490f-a35d-0a13491ee101; https://models.geo.bs.ch/Modellbeschreibungen/LN_LiniennetzOeV_KGDM_V1_0.pdf";"Mobilität und Verkehr;Raum und Umwelt;Verwaltung";"Tram;Bus;Zug;Haltestelle;Baustelle;Umleitung;ÖV";amt-fur-mobilitat-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2015-07-03;Amt für Mobilität;http://purl.org/cld/freq/irregular;Quelle: Geodaten Kanton Basel-Stadt;Amt für Mobilität;2020-01-06;2020-01-06;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/LN__OeVTeilhaltestellen__Teilhaltestellen.zip;100065.csv
100043;8ac0414e-a6ff-4d4f-ad45-0af150f94a85:Kartierung;Invasive Neophyten;Die im Kanton Basel-Stadt am häufigsten vorkommenden invasiven Neophyten (nicht heimische, problematische Pflanzenarten) wurden kartiert und die Fundorte je nach Pflanzenart als Flächen oder Punkte aufgenommen. Die Kartierung wurde bisher in den Jahren 2006, 2009 und 2013 durchgeführt.;"www.geo.bs.ch/invasive_neophyten; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/8ac0414e-a6ff-4d4f-ad45-0af150f94a85";"Raum und Umwelt;Geographie";"Pflanzen;Einheimisch;Auswärtig;Einwanderung;Verdrängen;Invasion;Naturschutz";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2009-01-01;Stadtgärtnerei;;Quelle: Geodaten Kanton Basel-Stadt;Stadtgärtnerei;2020-04-12;2020-04-12;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/NK__Invasive_Neophyten__Kartierung.zip;100043.csv
100025;d6b0a2c7-9788-47b0-a0ff-31f65ad35ff3:PolitischeWahlkreise;Politische Wahlkreise;Enthält die politischen Wahlkreise des Kantons Basel-Stadt.;"www.geo.bs.ch/wahlkreise; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/d6b0a2c7-9788-47b0-a0ff-31f65ad35ff3";"Politik;Geographie";"Abstimmung;Wahl;Stimmberechtigt";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2000-01-01;Staatskanzlei;;Quelle: Geodaten Kanton Basel-Stadt;Staatskanzlei;2013-02-07;2013-02-07;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/PW__PolitischeWahlkreise__PolitischeWahlkreise.zip;
100026;6cc24d3c-5dd2-429b-9cc3-957e759a9e8a:Quartiertreffpunkte;Quartiertreffpunkte;Quartiertreffpunkte sind wichtige Begegnungsorte für junge Familien ebenso wie für ältere Menschen, für Alteingesessene wie auch Neuankömmlinge. Sie bieten ein breitgefächertes Angebot wie Beratung und Unterstützung im Alltag, offene Treffpunkte, Mittagstische und weitere kulinarische Angebote, Spielabende, Filmvorführungen,kulturelle Veranstaltungen und vieles mehr.;"www.geo.bs.ch/quartiertreffpunkte; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/6cc24d3c-5dd2-429b-9cc3-957e759a9e8a; https://models.geo.bs.ch/Modellbeschreibungen/QT_Quartiertreffpunkte_KGDM_V1_0.pdf";"Kultur, Medien, Informationsgesellschaft, Sport;Bevölkerung;Geographie";"Raum;Anlass;Party;Fest;Treffpunkt;Niederschwellig";kantons-und-stadtentwicklung-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2017-10-02T00:00:00;Kantons- und Stadtentwicklung;;Quelle: Geodaten Kanton Basel-Stadt;Kantons- und Stadtentwicklung;2018-07-17;2018-07-17;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/QT__Quartiertreffpunkte__Quartiertreffpunkte.zip;
100027;2565a2e1-0a00-4a30-84f0-168635a3d8ec:Recyclingstation;Recyclingstationen;Recyclingstationen für Glas, Weissblech, Aluminium und Batterien im Kanton Basel-Stadt.;"www.geo.bs.ch/recyclingstellen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/2565a2e1-0a00-4a30-84f0-168635a3d8ec; https://models.geo.bs.ch/Modellbeschreibungen/RC_Recyclingstellen_KGDM_V1_0.pdf";"Öffentliche Ordnung und Sicherheit;Geographie";"Recycling;Wiederverwertung;Abfall;Müll;Entsorgen";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2018-07-03T00:00:00;Tiefbauamt;;Quelle: Geodaten Kanton Basel-Stadt;Tiefbauamt;2020-04-14;2020-04-14;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/RC__Recyclingstellen__Recyclingstation.zip;
100028;2565a2e1-0a00-4a30-84f0-168635a3d8ec:BioKlappe;Bio-Klappen;Bio-Klappen für organische Küchenabfälle im Kanton Basel-Stadt.;"www.geo.bs.ch/recyclingstellen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/2565a2e1-0a00-4a30-84f0-168635a3d8ec; https://models.geo.bs.ch/Modellbeschreibungen/RC_Recyclingstellen_KGDM_V1_0.pdf";"Öffentliche Ordnung und Sicherheit;Geographie";"Recycling;Wiederverwertung;Abfall;Müll;Entsorgen";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2018-07-03T00:00:00;Tiefbauamt;;Quelle: Geodaten Kanton Basel-Stadt;Tiefbauamt;2020-04-14;2020-04-14;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/RC__Recyclingstellen__BioKlappe.zip;
100029;baf5ae32-de1d-411d-8fee-1c4de41cdf39:Schulstandorte;Schulstandorte (Gemeinde Basel);Die Karte zeigt die Schulstandorte (Spielgruppen mit früher Deutschförderung, Kindergärten, Primar-, Sekundarschule, Gymnasium, Zentrum für Brückenangebote, Allgemeine Gewerbeschule, Fachmaturitätsschule, Spezialangebote sowie Tagesstrukturen) der Gemeinde Basel-Stadt.;"www.geo.bs.ch/schulstandorte-basel; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/baf5ae32-de1d-411d-8fee-1c4de41cdf39; https://models.geo.bs.ch/Modellbeschreibungen/SC_Schulstandorte_KGDM_V1_0.pdf";"Bildung, Wissenschaft;Bevölkerung;Geographie";"Schule;Lernen;Schüler;Schülerinnen;Lehrer;Lehrerinnen";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2017-01-23T14:30:00;Grundbuch- und Vermessungsamt;;Quelle: Geodaten Kanton Basel-Stadt;Erziehungsdepartement - Zentrale Dienste;2019-12-19;2019-12-19;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/SC__Schulstandorte__Schulstandorte.zip;
100031;989710cd-8297-482b-9e5b-885d19f480d4:SanitaereAnlagen;Sanitäre Anlagen;Öffentliche sanitäre Anlagen der Gemeinden Basel, Riehen und Bettingen: WC Anlage, WC Anlage rollstuhlgängig, nur Pissoir, Dusche, Anlage geschlossen (in Sanierung oder geschlossen).;"www.geo.bs.ch/sanitaere-anlagen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/989710cd-8297-482b-9e5b-885d19f480d4; https://www.tiefbauamt.bs.ch/oeffentlicher-raum/oeffentliche-Toiletten.html";"Öffentliche Ordnung und Sicherheit;Geographie";"WC;Toilette;Abort";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2016-05-10T00:00:00;Tiefbauamt;;Quelle: Geodaten Kanton Basel-Stadt;Tiefbauamt;2020-04-14;2020-04-14;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/SG__SanitaereAnlagen__SanitaereAnlagen.zip;
100030;654fd1f4-10ee-4137-aec1-5fb763f45eaf:Schulstandorte;Schulstandorte (Gemeinden Riehen und Bettingen);Schulstandorte der Primarstufe (Gemeinden Riehen und Bettingen);"www.geo.bs.ch/schulen-riehen-bettingen; https://www.geocat.ch/geonetwork/srv/ger/md.viewer#/full_view/654fd1f4-10ee-4137-aec1-5fb763f45eaf";"Bildung, Wissenschaft;Bevölkerung;Geographie";"Schule;Lernen;Schüler;Schülerinnen;Lehrer;Lehrerinnen";geoinformation-kanton-basel-stadt;NonCommercialAllowed-CommercialAllowed-ReferenceRequired;Fachstelle für OGD Basel-Stadt;opendata@bs.ch;2017-07-31T00:00:00;Grundbuch- und Vermessungsamt;;Quelle: Geodaten Kanton Basel-Stadt;Gemeinde Riehen;2020-04-14;2020-04-14;de;https://data-bs.ch/opendatasoft/harvesters/GVA/data/SO__Schulstandorte__Schulstandorte.zip;
